YEAR	MONTH	DAY	MIN	MAX	RAIN	RAD
2004	07	15	14.3	29.3	0	29.555
2004	07	16	14.1	29.6	0	28.853
2004	07	17	14.6	30	0	29.211
2004	07	18	15	31.3	0	29.576
2004	07	19	15.9	32	0	27.287
2004	07	20	17	31.5	0	28.495
2004	07	21	17.6	31	0	28.924
2004	07	22	18.3	32.7	0	29.014
2004	07	23	18.3	36.2	0	28.59
2004	07	24	19.4	32.3	6.5	25.219
2004	07	25	20.8	30.6	2.8	15.363
2004	07	26	20.1	33	0	24.672
2004	07	27	19.3	32.4	0	24.551
2004	07	28	15.9	30.3	0	28.045
2004	07	29	16.2	29.3	0	19.98
2004	07	30	17	30.1	0	26.521
2004	07	31	18.3	31.9	0.1	26.788
2004	08	01	18.5	33	0	27.743
2004	08	02	19.5	31.8	0	23.76
2004	08	03	20.7	30.3	0	18.649
2004	08	04	20.7	30.4	0	20.695
2004	08	05	20.9	31.1	0.5	18.517
2004	08	06	18.4	30.2	0.5	22.605
2004	08	07	19.4	30.1	0.1	25.341
2004	08	08	19.8	29.1	0.4	19.539
2004	08	09	20.3	30.6	0	18.756
2004	08	10	20.3	31.4	0	23.938
2004	08	11	22.4	31	0	21.316
2004	08	12	21.6	30.9	0.1	24.025
2004	08	13	21.8	32.2	0	24.864
2004	08	14	20.4	31	0	24.135
2004	08	15	18.4	34.1	0	25.912
2004	08	16	18.5	32.4	0	23.157
2004	08	17	18.2	32.1	0	23.005
2004	08	18	21.5	31.8	0	19.444
2004	08	19	24.3	31.8	0	18.316
2004	08	20	24.2	32	0	21.018
2004	08	21	21.3	29.9	0	21.912
2004	08	22	15.7	30.2	0.1	23.367
2004	08	23	14.9	29.6	0	23.727
2004	08	24	16.2	29.5	0	20.744
2004	08	25	20.9	29.8	0	18.457
2004	08	26	20.7	28.8	0	18.675
2004	08	27	14.8	29.7	0	22.211
2004	08	28	15.5	28.3	0	22.587
2004	08	29	16.1	28.4	0	21.313
2004	08	30	17.3	29.1	0	18.559
2004	08	31	17.9	29.9	0	18.758
2004	09	01	17.6	29.6	0	20.447
2004	09	02	16	30.1	0	22.426
2004	09	03	17.8	31.4	0	22.253
2004	09	04	17.6	33.8	0	20.803
2004	09	05	21.5	33.8	0	15.316
2004	09	06	21.5	31.7	0	18.811
2004	09	07	18.1	32.3	0	21.181
2004	09	08	16.7	31.1	0	21.641
2004	09	09	13.3	30.5	0	22.233
2004	09	10	15.5	30	0	21.353
2004	09	11	14.9	28.6	0	19.604
2004	09	12	18.7	28.5	0.2	14.335
2004	09	13	17.6	29.7	0	19.001
2004	09	14	19.2	28.7	4.7	10.433
2004	09	15	20.7	25.5	3.7	11.394
2004	09	16	17.5	26	2.6	12.071
2004	09	17	17	24.1	0.5	10.348
2004	09	18	17	29.2	0	18.392
2004	09	19	14.5	28.7	0	19.322
2004	09	20	14.9	28.3	0	18.86
2004	09	21	13.8	27	0.1	17.249
2004	09	22	15.4	27	0.1	17.694
2004	09	23	13.7	25.6	0.2	15.996
2004	09	24	15.3	24.3	5.1	9.648
2004	09	25	9.5	21	0	16.369
2004	09	26	9.6	22.6	0	16.643
2004	09	27	10	23.1	0	17.783
2004	09	28	9.6	24.2	0	16.77
2004	09	29	9.5	23.7	0	16.433
2004	09	30	13.5	23.8	1	11.776
2004	10	01	14.5	24.9	0	13.233
2004	10	02	15.5	25.1	0.6	12.312
2004	10	03	15.2	25.2	0.1	11.089
2004	10	04	13.9	25.2	0	13.96
2004	10	05	14.1	25.3	0	14.759
2004	10	06	15.4	26	0	12.889
2004	10	07	15.9	25.6	0	11.695
2004	10	08	16.9	25.9	0	8.761
2004	10	09	19	26.2	0	6.894
2004	10	10	21	23.4	7.2	5.028
2004	10	11	15.9	23.5	12.4	8.951
2004	10	12	14.1	22.5	1.2	11.325
2004	10	13	13.1	19.7	6.8	6.908
2004	10	14	11.5	19.9	4.9	8.38
2004	10	15	12.4	21.8	6.2	8.729
2004	10	16	12.2	20.2	4.7	10.306
2004	10	17	14.1	21.2	0	12.284
2004	10	18	11.1	21.2	0.1	8.479
2004	10	19	13	21.8	0.5	6.616
2004	10	20	16.5	24.9	0.1	8.153
2004	10	21	19.1	25.4	0	8.209
2004	10	22	17.5	25.4	0.1	8.991
2004	10	23	16.5	24.8	0	9.661
2004	10	24	15.1	23.6	0	10.74
2004	10	25	13.3	22.1	0	6.982
2004	10	26	16.2	22.8	4.8	6.002
2004	10	27	16.4	21.5	0.4	7.717
2004	10	28	12.6	19.1	5.2	4.145
2004	10	29	17.4	21.9	10.3	2.924
2004	10	30	14.4	21.4	11.8	6.006
2004	10	31	17.2	22.6	6.4	6.507
2004	11	01	18.5	23.2	3.8	4.494
2004	11	02	15.4	25.1	0	6.576
2004	11	03	14.7	25.4	0	9.968
2004	11	04	14.4	25.5	0	10.575
2004	11	05	12.8	23.6	0	8.896
2004	11	06	13.4	21.1	2.3	4.608
2004	11	07	14.5	17.6	3	6.781
2004	11	08	8.1	14.4	0	9.708
2004	11	09	1	11.2	20.6	4.787
2004	11	10	7.4	12.2	3.8	4.651
2004	11	11	6.8	13.8	2	4.604
2004	11	12	9.6	19.1	0.2	5.461
2004	11	13	11.4	19.1	2.2	7.248
2004	11	14	10	13	1.2	4.267
2004	11	15	8.3	14	0	5.879
2004	11	16	5.1	15.2	0	9.438
2004	11	17	3.4	18.6	0	10.153
2004	11	18	3.6	17.4	0.1	8.02
2004	11	19	8.2	17.3	0.2	4.66
2004	11	20	7	13.4	0	8.814
2004	11	21	-0.3	12.8	0	9.576
2004	11	22	-0.5	10.6	0.4	3.93
2004	11	23	6.4	16.2	0.1	5.765
2004	11	24	5.3	15.7	0	8.483
2004	11	25	3.7	14.5	0.2	7.955
2004	11	26	8	15.6	2.5	4.177
2004	11	27	12.1	14.9	0.4	3.431
2004	11	28	6.1	14	0	4.913
2004	11	29	9.2	16.5	9.3	3.672
2004	11	30	10.7	13.7	1.4	4.484
2004	12	01	5.6	11.4	4.8	2.787
2004	12	02	10	17.9	1.2	5.282
2004	12	03	11.7	18.4	2.2	6.475
2004	12	04	11	14.7	53.1	1.623
2004	12	05	10.9	13.1	12.4	1.479
2004	12	06	9.3	16.4	0.1	4.713
2004	12	07	9	16.4	1.5	4.383
2004	12	08	11	14.6	13.6	2.123
2004	12	09	12.5	16	0.4	2.772
2004	12	10	9.7	15.8	0	6.077
2004	12	11	4.9	15.3	0	8.054
2004	12	12	2.7	15.1	0	7.927
2004	12	13	4.3	17	0	7.978
2004	12	14	3.6	16.4	0	6.625
2004	12	15	3.7	14.6	0.1	5.713
2004	12	16	6.3	11.6	18.4	2.589
2004	12	17	8.9	14.7	3	4.567
2004	12	18	8.5	13.7	0	7.357
2004	12	19	-0.9	8.7	6.4	3.678
2004	12	20	5.7	11.1	0	3.474
2004	12	21	2.6	8.3	0	7.293
2004	12	22	-0.9	7.9	0	7.559
2004	12	23	-2.4	9.8	0	7.12
2004	12	24	0.6	10.6	0.2	3.679
2004	12	25	7.4	13.6	5.8	3.015
2004	12	26	9.9	13.1	10.4	2.496
2004	12	27	9.3	12.7	8.5	2.772
2004	12	28	7.2	12.3	5.5	5.311
2004	12	29	7.1	10.8	1.8	2.658
2004	12	30	5.7	10.8	0	7.464
2004	12	31	3.9	11	0	6.61
2005	01	01	-0.2	12.6	0	7.014
2005	01	02	-0.6	12.5	0	6.789
2005	01	03	2.4	12.7	0	7.954
2005	01	04	-1.8	13.3	0	8.378
2005	01	05	3.5	14.7	0	5.682
2005	01	06	4.9	15.1	0	6.133
2005	01	07	2.5	14.8	0	7.849
2005	01	08	2.4	14	0.1	4.757
2005	01	09	6.7	14.2	0	4.1
2005	01	10	5.7	14.8	0	4.704
2005	01	11	7.3	12.2	0	1.993
2005	01	12	8.4	11.5	0.2	1.793
2005	01	13	6.4	11.1	0	2.441
2005	01	14	4.3	11.5	0	5.941
2005	01	15	0.8	10.9	0	7.45
2005	01	16	1.3	9.8	0	8.437
2005	01	17	-2.4	11.4	0	9.369
2005	01	18	-2.5	9	22.2	4.537
2005	01	19	4.7	8.9	1.1	3.204
2005	01	20	1.7	12.6	0	8.24
2005	01	21	0.4	13.5	0	6.081
2005	01	22	2.4	14.2	0	8.726
2005	01	23	-1.6	5.1	5.5	4.785
2005	01	24	2.3	9.2	0.4	7.406
2005	01	25	2.7	4.3	4	2.405
2005	01	26	1.3	5	0.9	3.692
2005	01	27	-0.4	6	0.4	6.729
2005	01	28	-1.4	5	0	4.412
2005	01	29	-0.6	4.6	0.1	4.619
2005	01	30	-0.9	7.1	0	9.77
2005	01	31	-1.3	10.2	0	10.993
2005	02	01	-1.9	9.6	0.2	5.932
2005	02	02	-1.2	10.6	0	11.134
2005	02	03	-2.1	13.2	0	10.759
2005	02	04	-2.1	11.3	0	11.281
2005	02	05	1.1	8.3	0	9.029
2005	02	06	-2.7	9.7	0.3	11.281
2005	02	07	2.6	10.6	0.3	5.639
2005	02	08	3	11.5	0.5	6.721
2005	02	09	0.8	12.6	0	11.498
2005	02	10	-0.9	13.4	0	12.585
2005	02	11	-2.8	13.9	0	8.388
2005	02	12	1.9	14.7	0	8.094
2005	02	13	8.9	16.1	0.6	9.452
2005	02	14	6	12.6	0.6	8.143
2005	02	15	1.3	10.8	0	10.478
2005	02	16	0.2	8.6	0.1	7.371
2005	02	17	-0.5	9.7	0	9.301
2005	02	18	-0.3	11.1	0	9.178
2005	02	19	-1.4	10.8	2.2	9.222
2005	02	20	3.8	10.4	9.7	5.404
2005	02	21	1.8	8	3	7.416
2005	02	22	-0.6	9.5	2.4	8.881
2005	02	23	1.8	6.6	7.3	6.762
2005	02	24	-1	8.7	6.2	8.25
2005	02	25	2.6	10.9	0.4	12.147
2005	02	26	1.3	7.8	0.7	6.48
2005	02	27	0.8	6.5	1.1	10.455
2005	02	28	0.8	5.9	0	11.507
2005	03	01	-2.2	4.5	0	14.696
2005	03	02	-5.4	7.8	0.8	15.862
2005	03	03	-1.3	8.9	8.3	7.699
2005	03	04	3	10.3	0.1	7.396
2005	03	05	0.4	9.9	8.6	11.181
2005	03	06	1.3	9.4	1.3	6.216
2005	03	07	0.9	8.2	0.1	13.606
2005	03	08	-3	10.9	0	17.315
2005	03	09	-3.1	14.1	0	14.831
2005	03	10	0.4	14.1	0	16.496
2005	03	11	1.1	14.1	0.4	14.919
2005	03	12	7.2	14.4	0	12.194
2005	03	13	5.3	15.5	0	14.18
2005	03	14	6.1	15.7	0	14.02
2005	03	15	3.6	16.1	0	16.621
2005	03	16	4	18.5	0	18.742
2005	03	17	3.1	17.7	0	19.451
2005	03	18	4.8	17.7	0	17.611
2005	03	19	5.5	17.9	0	15.061
2005	03	20	4	16.5	0	16.996
2005	03	21	2.8	16.8	0	15.406
2005	03	22	4.3	18.2	0	11.437
2005	03	23	10.9	19.2	0.1	11.298
2005	03	24	7	19.2	3.2	10.382
2005	03	25	11.1	17.1	0	8.187
2005	03	26	13.3	17.9	0.4	6.991
2005	03	27	12.1	15.3	3.9	4.598
2005	03	28	11.2	19.1	0	14.685
2005	03	29	8.6	18.9	0	14.273
2005	03	30	7.7	18.2	0.1	14.956
2005	03	31	8.1	21.6	0	17.458
2005	04	01	9.7	19	0	19.739
2005	04	02	7.6	18	0	20.401
2005	04	03	4.8	16.9	0	17.456
2005	04	04	5.4	18.2	0	18.961
2005	04	05	4.7	18.6	0	20.874
2005	04	06	3.7	19.4	0	16.372
2005	04	07	3.8	17.1	0	16.875
2005	04	08	8.7	15.5	1.5	8.344
2005	04	09	11.1	14.7	3.3	5.828
2005	04	10	7.9	11.5	25	5.879
2005	04	11	8.6	11.3	3.4	7.847
2005	04	12	7.5	17.4	0	16.991
2005	04	13	4	17	0	21.787
2005	04	14	4.1	17.4	0	20.365
2005	04	15	7.8	17.8	0.1	18.281
2005	04	16	8.2	15.3	5.8	14.289
2005	04	17	6.3	12.4	2.7	9.712
2005	04	18	2.8	16.4	0.1	18.909
2005	04	19	8.1	17.3	0	16.479
2005	04	20	9	16.8	0.5	15.422
2005	04	21	6.5	17.4	0.5	20.904
2005	04	22	7.8	17.6	0	22.106
2005	04	23	4.9	17	0.1	13.568
2005	04	24	11	18.5	1.3	10.635
2005	04	25	11.4	17.9	0	12.473
2005	04	26	10.4	20.2	0	21.518
2005	04	27	7.5	20.8	0	25.742
2005	04	28	6.8	21.3	0	17.916
2005	04	29	7.9	26	0	23.65
2005	04	30	10.1	24	0	24.597
2005	05	01	8.9	23.2	0	26.018
2005	05	02	9.3	24.2	0	25.324
2005	05	03	9.4	22.6	0.7	17.637
2005	05	04	10.4	21.5	0	20.484
2005	05	05	10.4	22.6	1	22.019
2005	05	06	9.9	22.1	0.2	24.33
2005	05	07	7.3	22.1	0	26.015
2005	05	08	8.8	21.2	0	21.236
2005	05	09	8.6	21.7	0	21.83
2005	05	10	10.8	21.1	0.3	15.118
2005	05	11	12.6	22.7	0	19.82
2005	05	12	13.4	25.3	0.1	25.797
2005	05	13	12.4	24	0	20.831
2005	05	14	12.9	23.4	0	17.125
2005	05	15	13.2	23.2	0	22.306
2005	05	16	9.4	22.4	0	21.083
2005	05	17	11.7	20.8	17.1	12.033
2005	05	18	14.1	19.5	1.2	15.604
2005	05	19	11.6	23.4	0	24.985
2005	05	20	10.8	24	0	26.816
2005	05	21	10.2	24.6	0	25.713
2005	05	22	11.9	24.6	0.1	18.424
2005	05	23	14.4	23.6	0	19.391
2005	05	24	12	26.2	0	27.869
2005	05	25	13.5	27.7	0	20.915
2005	05	26	15.4	28.6	0	28.915
2005	05	27	14.2	28.2	0	29.014
2005	05	28	14.2	29.4	0	29.112
2005	05	29	15.6	30.2	0.1	27.639
2005	05	30	15.9	31.3	0	25.766
2005	05	31	15.7	28.7	0	25.136
2005	06	01	15.1	27.1	0	23.334
2005	06	02	15.9	28.5	0	20.165
2005	06	03	15.9	28.6	0	28.302
2005	06	04	13.6	26.9	0	20.582
2005	06	05	18.8	27.8	0	23.572
2005	06	06	15.8	28.3	0	23.261
2005	06	07	14.5	28.6	0	29.214
2005	06	08	13.9	23.1	0	25.88
2005	06	09	9.2	19	0.6	14.943
2005	06	10	7	23.5	0	29.141
2005	06	11	7.6	23.8	0	27.205
2005	06	12	12.1	24.1	0	19.442
2005	06	13	12.8	26.1	1.1	24.458
2005	06	14	13.3	23.3	4.2	14.303
2005	06	15	15.9	25.7	0.5	19.507
2005	06	16	15.2	30.5	0	21.304
2005	06	17	18.3	32.2	0	25.735
2005	06	18	16.9	32.5	0	28.355
2005	06	19	16.6	33	0	20.922
2005	06	20	17.8	31.2	0	25.707
2005	06	21	19.1	30.6	0	26.194
2005	06	22	17.5	30.4	0	26.784
2005	06	23	18.8	29.7	0	27.503
2005	06	24	18	31.5	0	29.49
2005	06	25	17.7	32.1	0	29.09
2005	06	26	18.4	32.1	0	29.884
2005	06	27	18.3	35.1	0	30.202
2005	06	28	18.8	34.2	0	29.054
2005	06	29	19.6	33.4	0	29.458
2005	06	30	21.3	32.4	0	26.803
2005	07	01	19.9	29.8	0	26.004
2005	07	02	15.7	31	0	27.734
2005	07	03	15.8	32.9	0	29.477
2005	07	04	17.1	31.9	0	29.61
2005	07	05	20.8	29.2	0	21.596
2005	07	06	14.4	30.2	0	29.94
2005	07	07	17	28.2	0	26.422
2005	07	08	17.8	28.2	0	21.558
2005	07	09	16.3	27.9	0	25.195
2005	07	10	15.3	27.5	2.6	22.489
2005	07	11	16.1	27.3	0.4	25.919
2005	07	12	15.8	30.1	0.2	19.817
2005	07	13	17.3	31.4	3	18.433
2005	07	14	15.3	31.4	0	29.095
2005	07	15	15.4	31.3	0	29.683
2005	07	16	16.6	31.1	0	29.485
2005	07	17	16.7	31.1	0	29.309
2005	07	18	17.8	31.7	0.6	20.422
2005	07	19	22.5	31.1	0	23.216
2005	07	20	17.1	30.7	0	28.85
2005	07	21	17	29.9	0	28.754
2005	07	22	17.3	29.9	0	25.285
2005	07	23	18.6	29.5	0	23.399
2005	07	24	19.3	29.3	0	26.661
2005	07	25	18.3	31	0	27.3
2005	07	26	17.4	31.4	0	25.287
2005	07	27	18.9	31.9	0	27.476
2005	07	28	18.9	34.8	0	27.812
2005	07	29	18.2	37.1	0	25.589
2005	07	30	18.9	32.7	0	27.931
2005	07	31	19.6	32.4	0	20.32
2005	08	01	16.8	32.8	0	28.114
2005	08	02	17.9	30.9	0.1	20.617
2005	08	03	19.9	27.8	0.5	16.462
2005	08	04	17.3	30.4	0.1	24.907
2005	08	05	16	30.6	0	26.805
2005	08	06	15.4	30.2	0	24.17
2005	08	07	16.5	29.1	0	19.259
2005	08	08	18.5	30.5	0	25.132
2005	08	09	14.6	29	0	26.628
2005	08	10	19.1	30.3	0.8	15.109
2005	08	11	23.1	30.2	0	13.031
2005	08	12	21	29.9	1	17.692
2005	08	13	19.4	29.8	0	23.67
2005	08	14	17.6	29.8	0	23.043
2005	08	15	18.3	30	0	16.458
2005	08	16	12.2	27.4	0	25.166
2005	08	17	13.9	29.8	0	25.689
2005	08	18	15.5	30.5	0	19.032
2005	08	19	15.9	29.6	0	21.381
2005	08	20	18.8	28.8	1.9	18.094
2005	08	21	16.6	23.1	2.7	12.073
2005	08	22	13.9	23.9	0.1	15.767
2005	08	23	17.4	27.6	0	17.712
2005	08	24	16.5	27.7	0	22.98
2005	08	25	17.5	27.8	0	19.685
2005	08	26	17.3	28.1	0	19.422
2005	08	27	17.6	28.5	3.9	17.1
2005	08	28	21.3	27	10.6	13.506
2005	08	29	17.9	32.8	0.1	16.26
2005	08	30	18.9	32.8	0	23.116
2005	08	31	18.6	31.8	0	23.054
2005	09	01	19.1	31.7	0	22.692
2005	09	02	18.9	31.4	0	22.515
2005	09	03	19.1	33.9	0	19.361
2005	09	04	19.1	31.4	0.1	16.123
2005	09	05	17.6	30.3	0	20.412
2005	09	06	16.9	28.7	13	18.733
2005	09	07	18.6	25	3.1	11.226
2005	09	08	17.5	25.4	4.6	7.795
2005	09	09	19.9	25.1	11	8.752
2005	09	10	17.1	25.7	0.4	18.138
2005	09	11	15.9	27	4	16.984
2005	09	12	16.6	25.9	0.1	17.863
2005	09	13	13.8	28.6	0.1	20.346
2005	09	14	14.9	28.3	0	20.347
2005	09	15	15.8	29.2	0	20.208
2005	09	16	14.1	26.6	0	16.421
2005	09	17	15.4	25.3	34.6	10.435
2005	09	18	17.1	21.4	1.9	7.588
2005	09	19	15	23.2	2.1	12.615
2005	09	20	14.5	23.5	0	13.302
2005	09	21	13.4	24.1	0	16.687
2005	09	22	12.6	24.1	0.1	16.973
2005	09	23	11.6	24.7	0	14.865
2005	09	24	12.5	25.9	0	17.826
2005	09	25	13	24.8	0	16.793
2005	09	26	13.6	26.3	0	17.554
2005	09	27	13.3	24.6	0	11.525
2005	09	28	14.3	25	0.2	13.177
2005	09	29	14.5	24.9	0	10.708
2005	09	30	13.6	24.4	0	15.766
2005	10	01	11.1	22.6	0.1	16.648
2005	10	02	11.9	21.6	3.3	8.001
2005	10	03	15.1	20.5	3.1	7.982
2005	10	04	12.2	20.4	14.9	9.549
2005	10	05	13	18.8	2.1	8.885
2005	10	06	8.6	21.8	9.3	10.984
2005	10	07	13.1	20.1	10.4	7.419
2005	10	08	13.9	17.5	2.1	4.463
2005	10	09	12.4	22.6	0	10.195
2005	10	10	11.6	22.4	0	14.974
2005	10	11	11.4	22.3	1.5	13.102
2005	10	12	10.4	21.2	2.3	11.54
2005	10	13	9.9	21.7	3.5	9.976
2005	10	14	14.6	23.6	0.5	9.058
2005	10	15	12.5	24.6	0	14.864
2005	10	16	9.8	22.8	0.1	14.44
2005	10	17	13.8	19.1	1.1	5.147
2005	10	18	9.9	20.2	2.1	11.571
2005	10	19	12.9	15.6	29.3	3.243
2005	10	20	15.1	21.4	3.3	5.215
2005	10	21	15.9	20.9	3.4	5.413
2005	10	22	16.6	22.6	0	7.899
2005	10	23	13.8	23.4	0	10.098
2005	10	24	15.3	23.7	0.2	9.296
2005	10	25	14.2	23.6	0	10.854
2005	10	26	14	23.9	0.1	9.751
2005	10	27	12.1	22.9	0	10.649
2005	10	28	10.3	23.9	0.5	12.204
2005	10	29	9.4	22.4	0.2	12.078
2005	10	30	9.7	22.2	0.1	11.81
2005	10	31	12.3	21.2	0.1	6.465
2005	11	01	16.1	20.6	1.8	4.295
2005	11	02	13.4	21.3	0.1	7.105
2005	11	03	10	21	0.5	9.764
2005	11	04	10.9	20.5	0.1	10.107
2005	11	05	13.1	21.3	9.7	5.17
2005	11	06	16	19.9	3.7	4.11
2005	11	07	11.1	19.5	2.4	8.412
2005	11	08	10.2	20.2	0.4	9.93
2005	11	09	9.3	19.9	0.3	10.261
2005	11	10	9.2	20.9	0.4	9.954
2005	11	11	7.3	20.1	0.2	10.34
2005	11	12	6.5	18.5	1.4	6.288
2005	11	13	8.4	18.3	2.4	7.313
2005	11	14	9.9	16.8	16.8	4.734
2005	11	15	12.7	15.9	7.8	3.45
2005	11	16	8.3	17.1	0.2	7.397
2005	11	17	8.5	17.2	8.3	5.57
2005	11	18	6.6	14	1.5	7.713
2005	11	19	3	11.6	2.4	8.813
2005	11	20	-1.3	11.4	1.9	9.777
2005	11	21	-0.4	11.2	13.6	5.046
2005	11	22	5.6	10.4	1.6	6.737
2005	11	23	3.1	8.2	2.4	6.673
2005	11	24	1.6	8.7	1.5	6.678
2005	11	25	-1.9	12.6	18.4	4.001
2005	11	26	9.8	13.1	25.3	1.79
2005	11	27	6.1	9.1	4.1	4.064
2005	11	28	1.9	12.4	5	7.947
2005	11	29	1.8	10.9	6	3.491
2005	11	30	6.5	10.9	8.4	3.448
2005	12	01	2.1	9.9	1.6	7.324
2005	12	02	-0.3	12	9.7	4.92
2005	12	03	11	16.2	3.6	4.362
2005	12	04	9.1	16.1	4.1	5.134
2005	12	05	12.3	16.4	10.4	3.408
2005	12	06	7.3	11.3	10.2	3.945
2005	12	07	4.1	12.6	0.2	6.773
2005	12	08	0.9	10.5	8.1	4.416
2005	12	09	6.2	9.6	8	1.455
2005	12	10	7.6	10.3	0	6.94
2005	12	11	4.5	9.1	2.7	5.737
2005	12	12	5.4	8.3	1.7	1.55
2005	12	13	3	12.1	0	6.277
2005	12	14	5.9	13.2	0.2	4.823
2005	12	15	5.7	10.8	0	7.219
2005	12	16	-0.6	12.3	0	4.296
2005	12	17	4.3	11.9	0.7	4.609
2005	12	18	-1.6	9.1	0	7.907
2005	12	19	-4.6	7.8	0.1	4.799
2005	12	20	0.3	10.9	0	7.135
2005	12	21	-0.4	9.9	0	6.109
2005	12	22	-1.6	9.4	0	5.286
2005	12	23	1.2	10.7	0	5.927
2005	12	24	-0.6	8.8	0.6	4.275
2005	12	25	6.7	10.7	4	2.327
2005	12	26	7.2	11.5	0.9	3.707
2005	12	27	5.3	11.7	0.5	3.749
2005	12	28	3.3	7.6	0.7	4.449
2005	12	29	1.9	5	1.6	3.565
2005	12	30	-3.5	4.2	0	5.411
2005	12	31	-1.2	8.7	2.4	2.947
2006	01	01	5	11.4	10	2.069
2006	01	02	3.4	9.4	0.2	4.571
2006	01	03	1.4	10	0	5.753
2006	01	04	4	8.6	0	3.734
2006	01	05	2.9	9.6	0	6.973
2006	01	06	-1.3	9.9	0	8.294
2006	01	07	-1.3	9.9	0	7.877
2006	01	08	-1.1	10.3	0	7.506
2006	01	09	0.9	9.4	0	8.262
2006	01	10	-2.4	9.4	0	8.713
2006	01	11	-3	10.3	0	8.783
2006	01	12	-3.2	11.3	0	8.971
2006	01	13	-0.3	10.1	0	6.262
2006	01	14	-2.6	9.3	0	9.057
2006	01	15	-3.3	8.6	0.1	7.977
2006	01	16	0.3	9.7	0.1	5.029
2006	01	17	2.6	10.8	4	4.207
2006	01	18	7.5	13.3	0.3	3.002
2006	01	19	3.6	14	0	8.986
2006	01	20	-0.7	13.7	0	9.569
2006	01	21	1.8	11.3	0	5.241
2006	01	22	1.1	12	0	7.959
2006	01	23	2.5	6.9	0	8.932
2006	01	24	-0.2	5.1	0	9.069
2006	01	25	-3.7	6.6	0	9.481
2006	01	26	-5.7	7.1	2.4	5.546
2006	01	27	4.3	9.9	8.3	3.555
2006	01	28	6.6	13	3.1	3.547
2006	01	29	8.9	11.3	4.9	1.967
2006	01	30	7.4	13.7	1.8	3.334
2006	01	31	8.6	17.6	0	10.358
2006	02	01	4.1	18.9	0	11.209
2006	02	02	0.9	16.4	0	11.475
2006	02	03	2.6	13.9	0	6.743
2006	02	04	5.5	14.4	0	5.747
2006	02	05	4.4	9.9	0	10.234
2006	02	06	-1.6	7.6	0	11.425
2006	02	07	-1.4	9.6	0	9.57
2006	02	08	4.6	9	4.8	3.742
2006	02	09	3	14.9	0.1	9.898
2006	02	10	0.9	13.4	0	11.321
2006	02	11	-3.4	12.5	0	13.092
2006	02	12	-2.3	11.9	0	12.416
2006	02	13	-3.4	12.6	0	13.357
2006	02	14	-4	12.5	0	10.136
2006	02	15	5.6	12.5	3	4.922
2006	02	16	9.9	13.4	1.4	2.959
2006	02	17	10.9	16.1	0.1	9.874
2006	02	18	3.7	15.8	0.3	10.713
2006	02	19	4.9	15.4	4.3	8.558
2006	02	20	9	14.6	4.3	6.801
2006	02	21	5.4	9.1	6.5	4.147
2006	02	22	5.9	12.5	1.8	8.237
2006	02	23	2.4	13.6	0.7	9.441
2006	02	24	7.4	9.4	4.9	2.968
2006	02	25	4.8	10.7	0.3	7.379
2006	02	26	2.6	13.1	0.9	10.714
2006	02	27	2.2	11.4	1	8.422
2006	02	28	1.9	11.5	1.2	12.018
2006	03	01	3.4	12.5	0.2	11.649
2006	03	02	3.5	12.4	0.7	11.642
2006	03	03	3	15.2	0	8.701
2006	03	04	9.6	15.9	0.4	7.971
2006	03	05	11.4	15.9	9.2	6.564
2006	03	06	7.1	11.3	0.2	12.715
2006	03	07	-0.6	11.6	0.9	10.776
2006	03	08	-2.4	11.5	0.1	13.022
2006	03	09	3.4	16.7	0.4	11.818
2006	03	10	9.4	16	0	13.55
2006	03	11	6.9	13.8	0.1	13.204
2006	03	12	-0.6	13.9	0	14.609
2006	03	13	0.5	12.5	0	12.196
2006	03	14	-1.1	14.6	0	18.328
2006	03	15	1.4	13.5	0	15.627
2006	03	16	6.1	12.8	2.9	9.62
2006	03	17	1	14.3	0	12.977
2006	03	18	1.4	13.6	0	12.172
2006	03	19	6.3	9.3	1.7	4.255
2006	03	20	7.3	14.2	1.6	6.923
2006	03	21	10.1	15.5	2.3	6.066
2006	03	22	10.5	16.6	1.4	7.195
2006	03	23	9.7	17.5	0.1	13.97
2006	03	24	6.3	11.6	3.2	6.695
2006	03	25	9	16.1	0.1	10.083
2006	03	26	4.9	17.2	0	11.499
2006	03	27	7.6	16.3	0.1	8.716
2006	03	28	10.3	15	0.2	8.027
2006	03	29	7.3	18.3	0	18.363
2006	03	30	5.1	18.4	0	14.104
2006	03	31	5.4	18.6	0	15.514
2006	04	01	6.1	18.5	0.1	13.889
2006	04	02	7.5	18.6	0	17.44
2006	04	03	6.3	19.4	0	19.084
2006	04	04	5	21.2	0	21.554
2006	04	05	5.6	16.4	0	12.805
2006	04	06	11.2	18.8	0	15.419
2006	04	07	5.1	18.1	0	16.249
2006	04	08	3.4	17.9	0	18.895
2006	04	09	4.5	18.3	0	18.929
2006	04	10	10.3	19.5	0	9.154
2006	04	11	9.6	16.1	0.5	17.365
2006	04	12	1.9	16.2	0.2	16.362
2006	04	13	2.4	18	0	23.43
2006	04	14	2.3	18.6	0	23.751
2006	04	15	6	18.7	0.6	12.216
2006	04	16	12.5	20.4	0	14.647
2006	04	17	7.6	21	0.9	16.697
2006	04	18	11.6	20.2	2.1	10.813
2006	04	19	10.2	23.4	0	15.567
2006	04	20	8.1	21	0	20.657
2006	04	21	7.9	21.6	0.2	20.288
