YEAR	MONTH	DAY	MIN	MAX	RAIN	RAD
1991	01	01	7.3	14.9	0.7	3.956
1991	01	02	2.3	11.9	0	5.17
1991	01	03	5	15.4	0.1	6.312
1991	01	04	4.5	14.7	0	4.975
1991	01	05	5.1	14.1	0.5	5.622
1991	01	06	1.8	13.8	0	5.141
1991	01	07	5	15.3	0.1	5.012
1991	01	08	7.6	15	0.2	4.807
1991	01	09	5.8	14.7	0	4.675
1991	01	10	6.6	14.5	0.2	4.726
1991	01	11	6.9	14.5	0	3.865
1991	01	12	8	14.7	0.2	4.338
1991	01	13	7.4	14.1	1.5	5.452
1991	01	14	8.6	12.9	1.8	1.968
1991	01	15	5.8	11.2	0	6.87
1991	01	16	1.3	8	0	8.56
1991	01	17	0	8	0	8.59
1991	01	18	-3.3	9.8	0	9.352
1991	01	19	-4.4	12.1	0	9.253
1991	01	20	-2.9	11.7	0	8.531
1991	01	21	-3.2	11.1	0	9.694
1991	01	22	-3.5	10.1	0	9.114
1991	01	23	-1.7	10	0	9.363
1991	01	24	-4.5	10.6	0	8.412
1991	01	25	-2.6	13.2	0	10.414
1991	01	26	-1.5	12.6	0	8.564
1991	01	27	-0.4	12.3	0	10.143
1991	01	28	1.5	11.1	0	8.833
1991	01	29	-3.6	10.9	0	10.706
1991	01	30	-3.8	11.6	0	7.018
1991	01	31	1.8	8.1	0	4.191
1991	02	01	-0.4	8.3	0	10.077
1991	02	02	-0.9	6.3	0.2	8.682
1991	02	03	0.8	6.8	0	4.595
1991	02	04	-1.5	8.3	0.1	5.742
1991	02	05	-1.8	7.4	3	9.894
1991	02	06	-6.2	2.8	3.1	7.611
1991	02	07	-10	4.9	12.8	6.316
1991	02	08	3.8	11.7	0.2	6.506
1991	02	09	2.5	11.5	1.7	5.71
1991	02	10	7.7	14.2	2.7	5.181
1991	02	11	5.9	11.8	0	8.579
1991	02	12	1.1	8.5	1.2	6.033
1991	02	13	-2.9	7.9	0.2	10.977
1991	02	14	-3.1	8.2	0	11.992
1991	02	15	-3.5	7.3	0.1	12.8
1991	02	16	-2.1	7.7	0	5.822
1991	02	17	5.2	11	5.3	3.534
1991	02	18	7	12.3	2.3	4.623
1991	02	19	6.6	14.3	0	6.462
1991	02	20	5.5	13.9	0.1	7.383
1991	02	21	5.7	16.8	0	12.777
1991	02	22	3.8	15.2	0	10.411
1991	02	23	3.3	17.8	0	13.99
1991	02	24	4.6	19.8	0	14.58
1991	02	25	4.8	21.4	0	14.957
1991	02	26	3.9	16.9	0	13.711
1991	02	27	5.1	15.7	0.1	10.896
1991	02	28	8.3	12.6	1.5	4.738
1991	03	01	8.8	14.7	0.6	5.066
1991	03	02	6	17.6	0	13.303
1991	03	03	4.9	17.8	0	13.354
1991	03	04	5.1	18.1	0	12.934
1991	03	05	6.6	17.2	0.2	11.943
1991	03	06	11.9	14.6	0	3.384
1991	03	07	12.4	17.8	0	4.537
1991	03	08	14.3	19.3	6.6	4.182
1991	03	09	10.2	17.5	0.5	10.039
1991	03	10	7.8	17.2	0	14.743
1991	03	11	7.3	17.1	0	10.832
1991	03	12	7.2	18.1	0	12.228
1991	03	13	4.5	18.1	0	16.808
1991	03	14	5.3	18.1	0	16.647
1991	03	15	4.9	18.4	0	14.023
1991	03	16	5.5	19.2	0	17.701
1991	03	17	3.8	17.9	0.8	12.529
1991	03	18	8.6	18.6	0.1	9.233
1991	03	19	5.4	19.9	0	17.567
1991	03	20	6.2	18.6	0	14.121
1991	03	21	4.9	18.5	0	13.426
1991	03	22	12.7	16.4	0.7	6.496
1991	03	23	11	19	0.2	9.513
1991	03	24	11	22.7	0.7	9.956
1991	03	25	9.8	16.1	3	7.79
1991	03	26	7.6	17.6	1	12.576
1991	03	27	6.7	16.8	0	14.469
1991	03	28	6.3	15.6	2.2	12.55
1991	03	29	1.9	12.7	0	18.442
1991	03	30	0.4	13.5	0	20.093
1991	03	31	5.2	16.2	0	19.821
1991	04	01	6.6	18.2	0	20.684
1991	04	02	4	19.7	0	21.652
1991	04	03	5.5	17.7	0	14.524
1991	04	04	6.5	18.4	0.4	15.898
1991	04	05	10.1	13.5	8.8	6.651
1991	04	06	8.4	18.9	0	14.171
1991	04	07	5.7	20.3	0	21.484
1991	04	08	5.2	20.9	0	22.182
1991	04	09	6.6	21.8	0	22.567
1991	04	10	4.9	19.4	0	22.113
1991	04	11	5.2	17.4	0	20.322
1991	04	12	1.6	18.4	0	22.651
1991	04	13	3.3	19.2	0	22.986
1991	04	14	5.5	18.6	0	22.07
1991	04	15	5.6	21.9	0	22.029
1991	04	16	7.9	20	0	16.586
1991	04	17	9	16.2	4.5	6.73
1991	04	18	3.8	9.6	4	10.133
1991	04	19	1.9	12.5	0.7	16.455
1991	04	20	4	11.1	3.3	13.748
1991	04	21	3.4	13.6	0	15.305
1991	04	22	1.9	14.6	0.8	21.162
1991	04	23	3.6	12.3	1.2	12.483
1991	04	24	3.6	14.2	1.5	19.432
1991	04	25	2	15.7	0	23.652
1991	04	26	6	14.4	1.5	10.033
1991	04	27	6.4	15.4	0	13.625
1991	04	28	6	17.1	0	19.159
1991	04	29	6.1	18.7	0	22.211
1991	04	30	5.4	18.1	0	19.097
1991	05	01	11.9	18.4	7.6	12.185
1991	05	02	10	16.1	5.2	7.73
1991	05	03	9.8	16.1	6.2	12.156
1991	05	04	8.1	15.3	0.1	15.469
1991	05	05	6.4	13.7	13.7	12.569
1991	05	06	7.1	14.8	0	12.461
1991	05	07	7.4	15.4	2.2	14.21
1991	05	08	8.8	17.8	0	18.595
1991	05	09	7.5	13.4	2.4	7.714
1991	05	10	8.8	18	0	23.412
1991	05	11	7.4	19	0.3	19.799
1991	05	12	10.4	19.4	0.1	18.296
1991	05	13	8.8	20.6	0.8	18.833
1991	05	14	8	22.5	0	25.591
1991	05	15	8.3	22.1	1.5	22.45
1991	05	16	8.1	16.9	3	17.839
1991	05	17	5.2	17.1	0.3	21.274
1991	05	18	5.2	17.4	0	16.938
1991	05	19	7.9	18.6	0	22.993
1991	05	20	7	18.5	0.6	18.832
1991	05	21	5.4	20.5	0	28.283
1991	05	22	7.5	22.3	0	27.799
1991	05	23	8.5	21.6	0.5	24.957
1991	05	24	9.7	22	0	23.074
1991	05	25	7.8	19.6	0	28.428
1991	05	26	5.8	20.2	0	23.762
1991	05	27	8.2	21.8	0.1	18.727
1991	05	28	4.3	20.9	0	29.435
1991	05	29	6.7	21.4	0	26.016
1991	05	30	7.9	23.2	0	26.432
1991	05	31	9	23.9	0	29.421
1991	06	01	9.2	23.4	0	23.537
1991	06	02	12.6	22.7	0.1	21.439
1991	06	03	12.5	22.6	0.7	23.724
1991	06	04	12.6	23.7	0	25.556
1991	06	05	12.6	23.1	0	19.9
1991	06	06	11.7	19.6	2.6	9.434
1991	06	07	14	20.6	13.3	12.1
1991	06	08	13.6	22	0.8	22.557
1991	06	09	10.8	25.3	0	30.107
1991	06	10	12.1	23.7	0	26.87
1991	06	11	14	23.4	0	17.308
1991	06	12	12.8	27.5	0	28.481
1991	06	13	13.6	25.3	0	28.841
1991	06	14	12.4	25	0	27.726
1991	06	15	13.1	25.5	0	29.252
1991	06	16	14.8	29.4	0.1	27.231
1991	06	17	16.9	25.5	1.4	13.51
1991	06	18	12.6	23.6	0	26.445
1991	06	19	10.7	23	0	28.123
1991	06	20	9.8	22.8	0.8	23.06
1991	06	21	14.4	25.2	0	22.664
1991	06	22	12.9	27	0	29.597
1991	06	23	14	28.8	0	30.105
1991	06	24	14.1	28	0	29.338
1991	06	25	14.4	27.7	0	26.96
1991	06	26	15.3	26.3	0	26.756
1991	06	27	15.2	26.5	0	25.687
1991	06	28	14.1	25.7	0	28.729
1991	06	29	11.7	26.8	0.2	27.91
1991	06	30	9.7	27.1	0	30.133
1991	07	01	11.4	28.6	0	30.04
1991	07	02	12.1	29	0	30.376
1991	07	03	12.9	29.1	0	28.353
1991	07	04	15	30.5	0	29.634
1991	07	05	14.4	32	0	28.92
1991	07	06	16.2	33.6	0	29.613
1991	07	07	18.9	33.6	0	29.319
1991	07	08	18.4	31.4	0	25.828
1991	07	09	15.8	32.3	0	27.6
1991	07	10	18.1	31.8	0	23.5
1991	07	11	17.8	32	0.2	27.464
1991	07	12	18.8	33.1	0	29.312
1991	07	13	17.3	32.6	0	28.611
1991	07	14	18.9	30.4	0	23.81
1991	07	15	17.4	31.3	0	29.002
1991	07	16	15.9	32.6	0	29.555
1991	07	17	15.9	28.9	0	25.889
1991	07	18	17.6	31.5	0	27.677
1991	07	19	17.8	30.8	0	29.111
1991	07	20	17.7	30.7	0	28.211
1991	07	21	19.7	30.5	0	24.588
1991	07	22	20.3	31.2	0	25.044
1991	07	23	19.7	33.7	0	26.881
1991	07	24	20.3	31	0	25.599
1991	07	25	21.8	31.2	0	26.314
1991	07	26	18.1	28.3	0	23.372
1991	07	27	15.4	30	7.4	25.729
1991	07	28	14	28.9	0	27.848
1991	07	29	18.6	30.7	0	25.351
1991	07	30	15.8	30.5	3.1	24.705
1991	07	31	16.8	24.3	4.2	11.985
1991	08	01	15.7	26.5	0	24.481
1991	08	02	15.3	29.4	0	26.629
1991	08	03	16.2	31.7	0	27.692
1991	08	04	18	32.1	0	26.291
1991	08	05	18.7	31.9	0	24.219
1991	08	06	17.4	32.4	0	26.507
1991	08	07	17.3	33.8	0	26.966
1991	08	08	18.4	31.3	0	26.256
1991	08	09	17	31.3	0	22.328
1991	08	10	19.6	30.4	0	21.961
1991	08	11	17.9	31.5	0	24.76
1991	08	12	18.1	31.1	0	22.103
1991	08	13	17.8	30.3	0	24.06
1991	08	14	18.6	31	0	25.142
1991	08	15	18	30.7	0	22.887
1991	08	16	18.4	33.5	0	25.277
1991	08	17	18.1	31.2	0	24.513
1991	08	18	17.6	28.9	0	23.031
1991	08	19	19.7	30.4	0	23.578
1991	08	20	18.5	29.8	0	22.573
1991	08	21	17.3	29.4	0	22.924
1991	08	22	17.8	29.5	0	22.488
1991	08	23	18.2	30	0	21.969
1991	08	24	19	30	0	21.954
1991	08	25	17.1	32.6	0	19.227
1991	08	26	17.6	30.6	0	23.331
1991	08	27	18.8	30.3	0	20.471
1991	08	28	19.3	30.7	0	17.59
1991	08	29	19	29.7	3.3	17.59
1991	08	30	17.1	27.2	0	21.705
1991	08	31	13.3	28.8	0	23.619
1991	09	01	15.2	28.4	0.1	17.617
1991	09	02	16.5	28.4	0	16.195
1991	09	03	16.4	30.2	0	21.974
1991	09	04	15.5	29.4	0	21.652
1991	09	05	15.1	27.9	0	20.609
1991	09	06	15.6	27.7	0	20.073
1991	09	07	16.9	27.8	0	18.987
1991	09	08	16.5	29.4	0	18.093
1991	09	09	14.1	28.6	0	20.947
1991	09	10	13.7	27.7	0	19.926
1991	09	11	16.4	28.1	0	14.798
1991	09	12	17	28.6	45	14.241
1991	09	13	15.9	25.7	13.8	13.315
1991	09	14	17	25.6	7.2	8.979
1991	09	15	15.8	26.1	0.1	16.083
1991	09	16	16.1	28.2	0	18.705
1991	09	17	15.3	29	0	18.735
1991	09	18	15.6	27.3	0	19.009
1991	09	19	15.1	28.1	0	19.326
1991	09	20	15.7	27	0	18.245
1991	09	21	17.8	27	0	15.923
1991	09	22	17.9	27.2	0	15.312
1991	09	23	16.9	24.9	6.7	11.044
1991	09	24	16.7	28.6	0	17.761
1991	09	25	15.9	26.4	0	16.087
1991	09	26	19.1	25.8	8.8	9.038
1991	09	27	16.7	22.8	0.1	13.058
1991	09	28	14.3	23.8	2.3	14.602
1991	09	29	16.5	26.2	1	10.478
1991	09	30	16.8	25	2.6	10.676
1991	10	01	15.7	24.1	1.6	11.649
1991	10	02	13.3	24	0	14.839
1991	10	03	12.4	25.3	0	17.094
1991	10	04	11.6	24.4	0	17.216
1991	10	05	10.6	23.6	0	15.903
1991	10	06	11.2	21.1	12.5	8.517
1991	10	07	11.6	17	10.2	6.829
1991	10	08	10.4	19.7	0	12.329
1991	10	09	9.7	22.6	0	14.655
1991	10	10	12.7	25.1	0	14.992
1991	10	11	13.9	23.6	27.8	7.717
1991	10	12	15.8	21.6	3.4	7.361
1991	10	13	12.3	20.9	1.3	9.361
1991	10	14	11.9	19.8	24.1	7.004
1991	10	15	13.6	20.9	0	8.215
1991	10	16	11.4	21.8	0	12.03
1991	10	17	10	21.9	0	12.772
1991	10	18	12.8	22.5	0	8.51
1991	10	19	12.7	18.1	9.4	3.756
1991	10	20	9.5	14	4	6.066
1991	10	21	5.3	15.7	0.1	11.918
1991	10	22	5.1	15.1	0	11.009
1991	10	23	2.9	15.9	0	13.021
1991	10	24	3.3	17.5	0	13.413
1991	10	25	3.3	17.5	0	13.116
1991	10	26	4.7	18.2	0	12.681
1991	10	27	9.4	14.3	10.2	4.563
1991	10	28	9.5	17.4	9.6	6.013
1991	10	29	7.9	16.8	0.7	7.182
1991	10	30	4.5	15.6	1.6	11.873
1991	10	31	5.3	10.2	0.6	4.542
1991	11	01	5.4	15	0	11.241
1991	11	02	4.8	15	7.8	6.494
1991	11	03	10.1	16.3	4.5	3.825
1991	11	04	13.4	19.5	5.9	3.457
1991	11	05	10.4	17.3	1.2	8.509
1991	11	06	7.1	14.3	8.8	6.574
1991	11	07	4.1	15.4	0	9.366
1991	11	08	3.1	17.7	0	10.971
1991	11	09	4.9	15	1	6.921
1991	11	10	5.8	14.1	0.3	7.578
1991	11	11	2.5	14.4	0	9.446
1991	11	12	1.9	13.4	3.6	5.995
1991	11	13	9	17.3	2.6	7.611
1991	11	14	8.8	17	1.3	7.451
1991	11	15	6.9	15.5	14.8	4.337
1991	11	16	7.7	15.3	1.4	3.434
1991	11	17	5.5	14.7	0.1	7.823
1991	11	18	3.1	14.2	6.2	5.707
1991	11	19	9.9	15	17.8	2.898
1991	11	20	9.9	15.2	6.1	3.526
1991	11	21	8	13.1	1.9	3.44
1991	11	22	6.8	13.8	3.7	5.138
1991	11	23	5.7	13.5	2.1	6.91
1991	11	24	6.9	11.8	2.8	2.054
1991	11	25	6.8	13.9	0	4.207
1991	11	26	4.2	14.4	0	7.262
1991	11	27	4.3	13.4	0	6.68
1991	11	28	2.3	13.6	0	7.389
1991	11	29	3	14.3	0	8.454
1991	11	30	2.5	14	0	8.482
1991	12	01	2.3	12.5	0	8.252
1991	12	02	2.8	12.7	0	6.057
1991	12	03	0.9	12.8	0	8.32
1991	12	04	-0.8	12.3	0	8.156
1991	12	05	-0.1	12.1	0	7.358
1991	12	06	1.4	8.5	0	7.551
1991	12	07	-2.4	10.4	0	8.182
1991	12	08	0	8	0	6.4
1991	12	09	-0.5	6	0	7.253
1991	12	10	-0.7	5.5	0	7.361
1991	12	11	-2.1	5.5	0	7.217
1991	12	12	-5	9	0	7.75
1991	12	13	-5.3	10	0	7.946
1991	12	14	-4.6	10.8	0	7.842
1991	12	15	-3.5	10.7	0	7.363
1991	12	16	-2.2	9.4	0	6.175
1991	12	17	-2.6	10.2	0	6.697
1991	12	18	-0.3	12.8	0.3	4.144
1991	12	19	-0.4	12.3	0	7.126
1991	12	20	-0.8	13.6	2.8	4.277
1991	12	21	0.4	10.3	0.1	6.16
1991	12	22	1.4	13.5	0	5.622
1991	12	23	1.3	14.6	0	7.691
1991	12	24	2	13.5	0	5.138
1991	12	25	1.4	11.4	0	7.423
1991	12	26	-4.4	9.8	0	7.856
1991	12	27	1.2	12.6	0	6.991
1991	12	28	-0.4	11.9	0	7.805
1991	12	29	-0.9	10	0	7.776
1991	12	30	-0.2	13.6	0	7.548
1991	12	31	-2.6	13.6	0	7.498
1992	01	01	-0.3	12.5	0	7.021
1992	01	02	0.8	12.4	0.1	5.57
1992	01	03	5.3	11.2	0	3.971
1992	01	04	2.4	13.5	0.1	4.788
1992	01	05	3.3	13.2	0	7.01
1992	01	06	2.2	11.2	0	4.46
1992	01	07	7.1	13.3	0	5.597
1992	01	08	6.3	13.4	0.1	3.354
1992	01	09	8.7	13.9	0.1	3.413
1992	01	10	10.2	14.3	6.7	5.097
1992	01	11	3.5	11.2	0.4	5.218
1992	01	12	6.3	14.4	0.1	4.979
1992	01	13	4	14.3	0.1	7.52
1992	01	14	1.5	13.5	0	8.606
1992	01	15	-0.8	13.6	0	8.3
1992	01	16	1.6	12.8	0	7.595
1992	01	17	1.3	11.9	0	5.724
1992	01	18	0.5	10.5	0	5.638
1992	01	19	4.3	8.4	0.1	4.11
1992	01	20	4.2	7.8	28.9	1.55
1992	01	21	5	5.8	2.2	1.997
1992	01	22	0.9	5.5	1.5	2.889
1992	01	23	3.5	11.5	0.3	5.333
1992	01	24	3.2	9.9	0.5	2.898
1992	01	25	7.2	14.7	0	5.679
1992	01	26	4.4	13.7	0	8.576
1992	01	27	2.2	11.3	0	8.424
1992	01	28	1.1	11	0	10.087
1992	01	29	1.1	12.4	0	9.071
1992	01	30	-0.3	14.6	0	8.77
1992	01	31	2	15.3	0	11.092
1992	02	01	4.3	14.1	0	10.442
1992	02	02	1.8	11.7	0	10.17
1992	02	03	-2.1	10.7	0	8.074
1992	02	04	1.7	13.3	0	8.351
1992	02	05	0.6	13.7	0	10.096
1992	02	06	2	14.2	0	5.997
1992	02	07	5.6	14.8	0	9.073
1992	02	08	0.9	14	0	10.84
1992	02	09	1	13.2	0.1	6.518
1992	02	10	7.3	13.4	0.1	6.469
1992	02	11	2.5	13.9	0.2	6.59
1992	02	12	6.6	12.8	0.2	6.977
1992	02	13	7.8	13.3	1.3	5.267
1992	02	14	7.7	11.4	0	4.793
1992	02	15	4.3	15.1	0	11.196
1992	02	16	3.5	13.6	0	6.493
1992	02	17	3.9	12.5	0	10.618
1992	02	18	-4.2	10.4	0	11.93
1992	02	19	-2.9	7.9	0	13.379
1992	02	20	-3.8	8	0	13.183
1992	02	21	0.7	8.9	0	12.699
1992	02	22	-4.5	13.8	0	13.575
1992	02	23	-1.6	13	0	12.871
1992	02	24	-0.1	15.1	0	13.93
1992	02	25	1.3	13.6	0	6.402
1992	02	26	6.7	14.2	1.4	6.685
1992	02	27	4.3	16.8	0.2	12.17
1992	02	28	2.7	17	0	13.996
1992	02	29	0.5	15.9	0	15.242
1992	03	01	2.1	15.8	0	14.676
1992	03	02	3.3	14.4	0	9.02
1992	03	03	5.7	17.7	0	14.212
1992	03	04	3.6	19.2	0	12.622
1992	03	05	5.7	15.7	0	6.378
1992	03	06	8.8	16.7	0	7
1992	03	07	9.5	18	0	7.793
1992	03	08	6.5	17.1	0	15.108
1992	03	09	5.9	17.4	0	13.368
1992	03	10	2.8	15.2	0	16.856
1992	03	11	0.4	14.6	0	13.88
1992	03	12	2.7	15.5	0	14.437
1992	03	13	4.6	15.8	0	10.735
1992	03	14	5.9	17	0	10.198
1992	03	15	3.9	16.8	0	10.229
1992	03	16	4.1	18.6	0	17.767
1992	03	17	4.4	16.9	0	16.195
1992	03	18	2.4	15.1	0	13.403
1992	03	19	2.5	15.8	0	16.794
1992	03	20	1.5	16.5	0	17.268
1992	03	21	5.2	16.8	0	12.317
1992	03	22	6.5	16.8	0	11.656
1992	03	23	7.9	16.5	1.6	9.591
1992	03	24	10.6	12.3	9.6	5.544
1992	03	25	4.4	12.7	0	7.944
1992	03	26	5.2	9.5	4.5	8.265
1992	03	27	5.7	13.5	11.9	11.091
1992	03	28	6.3	15.1	0.3	12.593
1992	03	29	3.2	14.8	0.1	19.819
1992	03	30	6.6	12.3	3.3	11.638
1992	03	31	9.3	15.2	4.2	8.073
1992	04	01	6.6	14.3	5.4	11.13
1992	04	02	5.7	16.3	1.9	15.071
1992	04	03	9.6	17.6	0	12.797
1992	04	04	11.2	18	0.6	8.353
1992	04	05	12.4	16	20.4	11.548
1992	04	06	11.2	14.1	5.4	6.155
1992	04	07	9.4	16	4.7	11.459
1992	04	08	9	15.7	2.5	9.57
1992	04	09	8.6	17.3	1.4	13.966
1992	04	10	11.2	15.5	0.1	8.926
1992	04	11	9.5	15.9	0	18.108
1992	04	12	3.5	19	0	20.36
1992	04	13	3.1	18.6	0	21.925
1992	04	14	5.9	17.8	0	21.804
1992	04	15	6.1	16.7	2.5	13.007
1992	04	16	5.7	15.5	0	20.512
1992	04	17	4.8	14.8	1.7	12.653
1992	04	18	4.5	16.7	0	22.385
1992	04	19	4.8	21.5	0	24.212
1992	04	20	5.9	22	0	24.77
1992	04	21	6.2	21.3	0	23.2
1992	04	22	9.3	18.8	0	16.018
1992	04	23	9.4	18.3	0	15.128
1992	04	24	9	20	0	20.912
1992	04	25	8	21.2	0	20.062
1992	04	26	8.5	24.6	0	24.037
1992	04	27	8.7	21	0	24.356
1992	04	28	9.1	20.8	0.3	20.075
1992	04	29	13.1	18.1	0.3	10.031
1992	04	30	7.2	14.4	8.5	7.495
1992	05	01	6.6	18.6	0	23.229
1992	05	02	7.3	19.7	0.1	23.766
1992	05	03	12.1	24.8	0	20.838
1992	05	04	12	27.4	0	25.718
1992	05	05	10.3	26.5	0	26.211
1992	05	06	10.9	26.6	0	26.764
1992	05	07	9.9	26.7	0	28.59
1992	05	08	10.3	25.5	0	26.589
1992	05	09	8.8	23.8	0	26.283
1992	05	10	11.9	22.3	0	22.762
1992	05	11	9.3	22.8	0	24.726
1992	05	12	9.5	27	0	26.501
1992	05	13	11.8	28	0	27.476
1992	05	14	12.7	29	0	28.234
1992	05	15	14.2	28.5	0	27.456
1992	05	16	12.3	28.4	0	28.639
1992	05	17	11.9	29.8	0	27.457
1992	05	18	12.1	27.4	0.4	23.19
1992	05	19	12.9	21	0.8	16.648
1992	05	20	7.5	20.8	0	18.748
1992	05	21	8.8	22.1	1.1	17.619
1992	05	22	13.1	19.6	17.1	12.745
1992	05	23	11.7	22.9	0.1	19.041
1992	05	24	12.9	25.2	0	22.091
1992	05	25	13	26.7	0.1	22.996
1992	05	26	14	27.8	0	26.667
1992	05	27	12	26.3	0	26.118
1992	05	28	11.8	25.3	0	26.78
1992	05	29	14.7	23	22.4	11.818
1992	05	30	16.8	23.8	0	14.877
1992	05	31	15.9	26.6	0.1	18.65
1992	06	01	15.7	27.1	0.1	15.018
1992	06	02	18.7	27.8	0	18.707
1992	06	03	17	24.4	0	20.945
1992	06	04	13.4	20.1	7.4	11.583
1992	06	05	13.1	22.6	2.2	21.957
1992	06	06	12.2	22	0.5	22.261
1992	06	07	11.8	19.9	12	10.84
1992	06	08	12.5	22	0.2	19.38
1992	06	09	12.3	23.4	0	23.431
1992	06	10	12.1	24.9	2.1	19.118
1992	06	11	12.9	21.9	11.3	15.66
1992	06	12	13.6	21.9	1.1	18.221
1992	06	13	13.2	23	0.4	21.657
1992	06	14	13.3	25.3	0	27.184
1992	06	15	15.5	30.2	0	28.908
1992	06	16	13.5	28.2	0	27.761
1992	06	17	14.6	27.9	2.8	23.772
1992	06	18	15.4	28.4	1.7	25.223
1992	06	19	16.5	25.8	0.1	20.032
1992	06	20	16.6	24.4	0	20.449
1992	06	21	10.7	24.9	0.3	19.469
1992	06	22	15	27.8	4.7	18.672
1992	06	23	18.5	25.2	0	18.377
1992	06	24	13.9	24.2	1.8	17.19
1992	06	25	13.5	24.5	0.6	23.561
1992	06	26	13.2	27	0	21.962
1992	06	27	14.8	27.5	0	25.103
1992	06	28	13.5	28.1	0	27.563
1992	06	29	12.5	28.5	0	28.41
1992	06	30	12.8	28.3	0	30.416
1992	07	01	12	24.5	0.2	13.793
1992	07	02	16.1	25	3.1	17.087
1992	07	03	13	28	0	28.827
1992	07	04	13.5	25.4	0.4	19.693
1992	07	05	17.6	24.1	0.9	20.871
1992	07	06	15.3	25.1	0.1	17.307
1992	07	07	15.6	24.8	0.3	17.965
1992	07	08	13.3	26.3	0.2	24.334
1992	07	09	15	27.5	0	24.092
1992	07	10	14.3	25.4	0.1	22.856
1992	07	11	15.6	24.7	2	21.183
1992	07	12	14.3	25.9	0	24.931
1992	07	13	16.7	29.5	0	27.676
1992	07	14	15.3	30.6	0	28.662
1992	07	15	13.6	30.1	0	29.067
1992	07	16	14.5	29.3	0	28.1
1992	07	17	16.3	30.3	0	26.96
1992	07	18	16.6	31.9	0	28.478
1992	07	19	17.7	30.9	0	25.46
1992	07	20	19.7	34.6	0	27.547
1992	07	21	18.1	31.1	0	24.65
1992	07	22	19.3	30.4	0	24.46
1992	07	23	18.6	32.8	0	28.791
1992	07	24	19.9	33.4	0	27.447
1992	07	25	20.1	32	0	26.351
1992	07	26	18.3	33.8	0	26.553
1992	07	27	18.5	33.6	0	28.336
1992	07	28	19.3	35.1	0	26.366
1992	07	29	21.8	33.7	0	24.464
1992	07	30	19.5	34.3	0	26.883
1992	07	31	18	34	0	27.419
1992	08	01	17.3	32.9	0	26.97
1992	08	02	19.2	32.2	0	26.59
1992	08	03	19.7	33.4	0	24.115
1992	08	04	20.5	31.5	0	21.657
1992	08	05	20.2	33.5	0	25.561
1992	08	06	21.4	35	0	25.888
1992	08	07	20.9	35.8	0	27.654
1992	08	08	20.4	35.2	0	26.323
1992	08	09	20.1	34.7	0	26.969
1992	08	10	22.9	30.9	3.1	21.471
1992	08	11	16.7	30.7	0	25.195
1992	08	12	16.5	30.8	0	25.756
1992	08	13	17.2	30.7	0	25.012
1992	08	14	15.9	29.7	0	25.585
1992	08	15	20.2	22.2	0.1	25.016
1992	08	16	17.7	30.4	0	24.758
1992	08	17	17.6	31.7	0	23.667
1992	08	18	16.1	31.7	0	21.103
1992	08	19	18.5	33.3	0	22.217
1992	08	20	19.8	32	0	20.824
1992	08	21	18.6	31.3	0	21.636
1992	08	22	19.1	30.1	1	21.223
1992	08	23	19.7	30.4	0.9	19.977
1992	08	24	19.1	32	0	23.681
1992	08	25	19	32.3	0	24.015
1992	08	26	17.7	32.9	0	22.525
1992	08	27	18.3	31.2	0	22.467
1992	08	28	17.8	31.8	0	21.492
1992	08	29	18.8	31.1	0.6	19.174
1992	08	30	19	28.1	2.3	18.065
1992	08	31	16.4	28.9	0.3	20.43
1992	09	01	21.7	26.3	0	20.573
1992	09	02	12.3	29.4	0	22.965
1992	09	03	12.2	27.7	0	23.191
1992	09	04	15.9	26.8	0	20.494
1992	09	05	11.1	25.2	0	22.268
1992	09	06	11.6	25.4	0	21.713
1992	09	07	9.4	25.7	0.5	21.424
1992	09	08	14.5	26.9	0	17.984
1992	09	09	16.5	27.8	0.9	16.155
1992	09	10	16.7	27.7	0.1	15.285
1992	09	11	17.2	28.5	0	16.743
1992	09	12	17.3	30.2	0	18.827
1992	09	13	15.8	30.4	0	20.616
1992	09	14	14	27.8	0	17.647
1992	09	15	16.2	28.5	0	15.42
1992	09	16	16.7	29	0	18.767
1992	09	17	16.7	27.3	0	18.953
1992	09	18	15.7	29.3	0	17.575
1992	09	19	15.5	28.9	0	19.001
1992	09	20	14.3	27.7	0	16.174
1992	09	21	14.3	27.1	0	15.687
1992	09	22	15.2	27.4	0.3	16.344
1992	09	23	16	21.9	9.3	6.619
1992	09	24	15.5	24.4	0	13.726
1992	09	25	12.9	25.6	0	17.304
1992	09	26	14.1	26.4	0	17.33
1992	09	27	15.6	24.1	24.8	6.495
1992	09	28	16.5	24.6	0.9	11.969
1992	09	29	15.1	23.6	2.4	13.508
1992	09	30	14.2	23.8	1.1	12.397
1992	10	01	13.3	24.5	0	15.306
1992	10	02	13.4	23.6	1.8	11.686
1992	10	03	14.7	18.7	26.9	4.073
1992	10	04	13.9	20	17	8.941
1992	10	05	15.4	21.1	5.4	7.706
1992	10	06	15	21.4	7.3	7.8
1992	10	07	13	21.7	4.3	8.615
1992	10	08	13.1	22.4	0.9	9.676
1992	10	09	15.3	23	1	6.627
1992	10	10	18.1	23.3	1.1	6.961
1992	10	11	14.6	22.1	1.1	10.189
1992	10	12	11.2	19.3	2.8	9.478
1992	10	13	11.9	19.7	4.9	8.111
1992	10	14	10.3	18.8	0.8	8.674
1992	10	15	8.1	19.3	0.8	12.463
